"tstep.marked","age.marked","tstep.last","age.dead","Tit.sum","Sit.sum","Kit.sum","Lit.sum","Dit.sum","Wit.sum","Rit.sum","Vit.sum","Pit.sum","Xit.sum","Tit.last","fate","fate2","reporting"
3,8.17,3,8.17,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,8.17,7,8.5,4,4,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
3,8.17,12,8.92,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,8.25,12,9,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,8.5,7,8.83,4,4,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,8.58,12,9.33,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,8.67,12,9.42,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,8.83,3,8.83,0,0,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
3,11.75,3,11.75,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
3,11.92,12,12.67,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,12.08,12,12.83,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,12.25,12,13,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,13.33,12,14.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,14.67,12,15.42,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
3,16.33,12,17.08,10,10,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1,12,1.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1,4,1,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1,12,1.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1,12,1.67,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1,12,1.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1,12,1.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.08,12,1.75,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.08,12,1.75,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.08,4,1.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.08,4,1.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.08,4,1.08,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.08,12,1.75,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.08,12,1.75,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.08,12,1.75,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.17,12,1.83,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.17,12,1.83,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.17,8,1.5,4,4,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.25,12,1.92,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.25,11,1.83,7,7,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.25,7,1.5,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.25,7,1.5,3,3,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,7,1.5,3,3,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,4,1.25,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,12,1.92,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,4,1.25,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.25,12,1.92,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.25,11,1.83,7,7,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.33,12,2,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.33,12,2,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.33,12,2,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.33,6,1.5,2,2,0,1,1,0,0,0,1,0,0,-2,"dmort","cap_notrep"
4,1.33,12,2,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.33,12,2,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.33,12,2,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.33,4,1.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.33,12,2,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.33,4,1.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.33,12,2,9,9,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
4,1.33,12,2,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.33,12,2,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.33,12,2,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.33,4,1.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.33,4,1.33,0,0,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.33,12,2,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.33,4,1.33,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.42,6,1.58,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,12,2.08,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.42,12,2.08,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.42,8,1.75,4,4,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,8,1.75,4,4,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.42,12,2.08,8,8,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.42,9,1.83,5,5,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,12,2.08,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,4,1.42,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.42,4,1.42,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.42,4,1.42,0,0,0,1,0,1,0,0,1,0,0,-3,"harvest","cap_notrep"
4,1.42,11,2,7,7,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.42,6,1.58,2,2,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.42,12,2.08,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,6,1.67,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.5,12,2.17,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.5,12,2.17,8,8,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.5,12,2.17,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.5,7,1.75,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,1,0,0,0,0,1,1,0,1,1,"surv.resighted","cap_rep"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,8,8,2,1,1,0,0,3,1,0,0,2,"dmort","cap_rep"
4,1.5,4,1.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,4,1.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.5,4,1.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,4,1.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.5,5,1.58,1,1,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.5,12,2.17,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.5,12,2.17,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.5,12,2.17,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.5,4,1.5,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.5,12,2.17,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,10,2.08,6,6,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,12,2.25,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.58,10,2.08,6,6,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.58,12,2.25,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.58,7,1.83,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,12,2.25,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,12,2.25,9,9,3,0,0,0,0,3,1,0,1,1,"surv.resighted","cap_rep"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,11,2.17,7,7,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,7,1.83,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,8,1.92,4,4,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,12,2.25,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.58,7,1.83,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,7,1.83,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.58,4,1.58,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,6,1.83,2,2,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.67,12,2.33,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.67,4,1.67,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.67,6,1.83,2,2,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.67,12,2.33,9,9,1,0,0,0,0,0,1,0,1,0,"surv.resighted","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,8,2,4,4,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.67,4,1.67,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.67,5,1.75,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,12,2.33,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,12,2.33,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,12,2.33,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.67,12,2.33,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.67,7,1.92,3,3,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.67,4,1.67,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,9,2.17,5,5,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.75,4,1.75,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.75,7,2,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.75,4,1.75,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.75,4,1.75,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.75,4,1.75,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.75,10,2.25,6,6,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,8,2.08,4,4,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,10,2.25,6,6,1,0,0,0,0,1,1,0,0,4,"natmort","not_recap"
4,1.75,4,1.75,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.75,12,2.42,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,4,1.75,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,12,2.42,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.75,9,2.17,5,5,1,0,0,0,0,1,1,0,0,4,"natmort","not_recap"
4,1.83,12,2.5,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.83,8,2.17,4,4,1,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.83,6,2,2,2,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.83,7,2.08,3,3,1,0,0,0,0,1,1,0,0,4,"natmort","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,12,2.5,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,12,2.5,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,5,1.92,1,1,0,1,0,1,0,0,1,0,0,-3,"harvest","cap_notrep"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,12,2.5,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,12,2.5,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,7,2.08,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,4,1.83,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.83,11,2.42,7,7,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.83,12,2.5,8,8,0,0,0,0,1,1,1,0,0,41,"natmort","cap_rep"
4,1.83,12,2.5,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.83,7,2.08,3,3,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.83,12,2.5,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,1.83,7,2.08,3,3,2,1,1,0,0,2,1,0,0,2,"dmort","cap_rep"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,5,2,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,5,2,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.92,4,1.92,0,0,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,6,2.08,2,2,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,1.92,12,2.58,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.92,10,2.42,6,6,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,5,2,1,1,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,4,1.92,0,0,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.92,7,2.17,3,3,0,1,1,0,0,1,1,0,0,2,"dmort","cap_rep"
4,1.92,12,2.58,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,4,1.92,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,12,2.58,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,1.92,8,2.25,4,4,1,0,0,0,0,1,1,0,0,4,"natmort","not_recap"
4,1.92,5,2,1,1,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,2,12,2.67,8,8,2,0,0,0,0,2,1,0,0,4,"natmort","not_recap"
4,2,7,2.25,3,3,0,1,0,1,0,1,1,0,0,3,"harvest","cap_rep"
4,2,7,2.25,3,3,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,2,7,2.25,3,3,0,1,1,0,0,0,1,0,0,-2,"dmort","cap_notrep"
4,2,12,2.67,9,9,1,0,0,0,0,1,1,0,1,0,"surv.resighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,5,2.08,1,1,0,0,0,0,0,0,1,0,0,4,"natmort","not_recap"
4,2,4,2,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,4,2,0,0,0,0,0,0,0,0,1,1,0,5,"handmort","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,12,2.67,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,12,2.67,9,9,2,0,0,0,0,2,1,0,1,0,"surv.resighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
4,2,12,2.67,9,9,0,0,0,0,0,0,1,0,1,0,"surv.notresighted","not_recap"
